UnitID,Institution Name,Sector of institution (HD2018),Level of institution (HD2018),Control of institution (HD2018),Degree-granting status (HD2018),Degree of urbanization (Urban-centric locale) (HD2018),Tribal college (HD2018),Historically Black College or University (HD2018),Graduation rate  total cohort (DRVGR2017_RV),Graduation rate  men (DRVGR2017_RV),Graduation rate  women (DRVGR2017_RV),Graduation rate  American Indian or Alaska Native (DRVGR2017_RV),Graduation rate  Asian/Native Hawaiian/Other Pacific Islander (DRVGR2017_RV),Graduation rate  Asian (DRVGR2017_RV),Graduation rate  Native Hawaiian or Other Pacific Islander (DRVGR2017_RV),Graduation rate  Black  non-Hispanic (DRVGR2017_RV),Graduation rate  Hispanic (DRVGR2017_RV),Graduation rate  White  non-Hispanic (DRVGR2017_RV),Graduation rate  Nonresident alien (DRVGR2017_RV),Graduation rate  Race/ethnicity unknown (DRVGR2017_RV),Graduation rate  two or more races (DRVGR2017_RV),Graduation rate - Bachelor degree within 4 years  total (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  total (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  men (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  women (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  American Indian or Alaska Native (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Asian/Native Hawaiian/Pacific Islander (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Asian (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Native Hawaiian or Other Pacific Islander (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Black  non-Hispanic (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Hispanic (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  White  non-Hispanic (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  two or more races (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Race/ethnicity unknown (DRVGR2017_RV),Graduation rate - Bachelor degree within 6 years  Nonresident alien (DRVGR2017_RV)
481191,Riverside County Office of Education-School of Career Education,"Public, less-than 2-year",Less than 2 years (below associate),Public,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,
121992,Rosemead Beauty School,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,
382267,Royale College of Beauty and Barbering,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,
122180,Sacramento City College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,24.0,23.0,26.0,17.0,30.0,31.0,20.0,16.0,17.0,34.0,20.0,60.0,26.0,,,,,,,,,,,,,,
490160,Sacramento Ultrasound Institute,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Small,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
122205,Saddleback College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,38.0,33.0,43.0,0.0,47.0,49.0,0.0,42.0,27.0,41.0,44.0,29.0,36.0,,,,,,,,,,,,,,
447458,SAE Expression College,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,Suburb: Large,No,No,69.0,68.0,71.0,,100.0,100.0,,,50.0,86.0,,70.0,33.0,67.0,69.0,68.0,71.0,,100.0,100.0,,,50.0,86.0,33.0,70.0,
476911,SAE Institute of Technology-Los Angeles,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,
123554,Saint Mary's College of California,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,76.0,69.0,81.0,,80.0,82.0,25.0,56.0,77.0,76.0,75.0,77.0,80.0,65.0,76.0,69.0,81.0,,83.0,85.0,33.0,53.0,76.0,75.0,80.0,75.0,75.0
121868,Salon Success Academy-Corona,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,
456588,Salon Success Academy-Fontana,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,
456597,Salon Success Academy-Redlands,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
115357,Salon Success Academy-Riverside,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,
121859,Salon Success Academy-Upland,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,
492953,Salon Success Academy-West Covina,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
122296,Samuel Merritt University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
491543,San Bernardino Beauty College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
428426,San Bernardino Community College District,Administrative Unit,At least 2 but less than 4 years,Public,Degree-granting,City: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
123527,San Bernardino Valley College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Midsize,No,No,19.0,18.0,20.0,0.0,24.0,26.0,0.0,8.0,21.0,18.0,14.0,0.0,11.0,,,,,,,,,,,,,,
112084,San Diego Christian College,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,57.0,63.0,51.0,,100.0,100.0,100.0,25.0,39.0,64.0,0.0,45.0,100.0,56.0,57.0,63.0,51.0,,100.0,100.0,100.0,25.0,39.0,64.0,100.0,45.0,0.0
122339,San Diego City College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,23.0,17.0,28.0,0.0,41.0,41.0,25.0,13.0,20.0,33.0,,43.0,21.0,,,,,,,,,,,,,,
122320,San Diego Community College District-Continuing Education,Administrative Unit,At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
457244,San Diego Culinary Institute,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,
122375,San Diego Mesa College,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Large,No,No,23.0,22.0,25.0,0.0,28.0,29.0,22.0,12.0,20.0,27.0,34.0,43.0,16.0,,,,,,,,,,,,,,
122384,San Diego Miramar College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,39.0,40.0,38.0,0.0,54.0,54.0,33.0,30.0,30.0,33.0,44.0,22.0,36.0,,,,,,,,,,,,,,
122409,San Diego State University,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Large,No,No,74.0,72.0,76.0,50.0,76.0,76.0,50.0,71.0,73.0,77.0,58.0,65.0,71.0,36.0,74.0,72.0,76.0,50.0,76.0,76.0,50.0,71.0,73.0,77.0,71.0,65.0,58.0
122454,San Francisco Art Institute,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,41.0,44.0,39.0,,0.0,0.0,,50.0,73.0,38.0,50.0,40.0,33.0,37.0,41.0,44.0,39.0,,0.0,0.0,,50.0,73.0,38.0,33.0,40.0,50.0
122506,San Francisco Conservatory of Music,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,63.0,58.0,70.0,,60.0,60.0,,100.0,0.0,71.0,61.0,67.0,50.0,44.0,54.0,54.0,53.0,,60.0,60.0,,100.0,0.0,62.0,50.0,0.0,50.0
486372,San Francisco Film School,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
454777,San Francisco Institute of Esthetics & Cosmetology Inc,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,
122597,San Francisco State University,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Large,No,No,54.0,51.0,55.0,44.0,64.0,65.0,57.0,42.0,48.0,54.0,43.0,46.0,50.0,18.0,54.0,51.0,55.0,44.0,64.0,65.0,57.0,42.0,48.0,54.0,50.0,46.0,43.0
122603,San Francisco Theological Seminary,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
122649,San Joaquin College of Law,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
122658,San Joaquin Delta College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,26.0,22.0,30.0,0.0,29.0,30.0,20.0,10.0,24.0,35.0,17.0,50.0,25.0,,,,,,,,,,,,,,
448381,San Joaquin Valley College-Central Administrative Office,Administrative Unit,Four or more years,Private for-profit,Degree-granting,City: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
122685,San Joaquin Valley College-Visalia,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,Rural: Fringe,No,No,51.0,51.0,51.0,54.0,62.0,63.0,60.0,27.0,59.0,48.0,,46.0,47.0,,,,,,,,,,,,,,
122746,San Jose City College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,26.0,21.0,29.0,0.0,28.0,30.0,0.0,3.0,27.0,33.0,50.0,29.0,13.0,,,,,,,,,,,,,,
122755,San Jose State University,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Large,No,No,57.0,53.0,61.0,0.0,65.0,65.0,42.0,43.0,49.0,58.0,71.0,51.0,50.0,10.0,57.0,53.0,61.0,0.0,65.0,65.0,42.0,43.0,49.0,58.0,50.0,51.0,71.0
122737,San Jose-Evergreen Community College District,Administrative Unit,At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
122782,San Mateo County Community College District Office,Administrative Unit,Four or more years,Public,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
461500,Santa Ana Beauty Academy,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,
481128,Santa Ana Beauty College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,
121619,Santa Ana College,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Large,No,No,25.0,23.0,28.0,0.0,44.0,45.0,25.0,21.0,22.0,35.0,52.0,22.0,17.0,,,,,,,,,,,,,,
122834,Santa Barbara Business College-Bakersfield,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,54.0,40.0,60.0,100.0,100.0,100.0,100.0,14.0,57.0,50.0,,,0.0,0.0,33.0,22.0,42.0,,100.0,,100.0,0.0,31.0,33.0,,,
122852,Santa Barbara Business College-Santa Maria,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Midsize,No,No,70.0,67.0,71.0,,0.0,0.0,,,73.0,67.0,,,100.0,0.0,50.0,67.0,0.0,,,,,,50.0,,,,
122889,Santa Barbara City College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Small,No,No,35.0,33.0,37.0,0.0,48.0,49.0,0.0,19.0,31.0,40.0,36.0,18.0,33.0,,,,,,,,,,,,,,
122931,Santa Clara University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,90.0,88.0,92.0,100.0,93.0,93.0,100.0,88.0,88.0,89.0,86.0,94.0,92.0,85.0,90.0,88.0,92.0,100.0,93.0,93.0,100.0,88.0,88.0,89.0,92.0,94.0,86.0
122977,Santa Monica College,"Public, 4-year or above",Four or more years,Public,Degree-granting,City: Small,No,No,30.0,28.0,32.0,,43.0,42.0,100.0,12.0,19.0,39.0,39.0,54.0,16.0,,,,,,,,,,,,,,
123013,Santa Rosa Junior College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Midsize,No,No,35.0,34.0,35.0,33.0,38.0,39.0,29.0,18.0,27.0,41.0,0.0,29.0,43.0,,,,,,,,,,,,,,
399212,Santiago Canyon College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,City: Midsize,No,No,39.0,34.0,43.0,0.0,56.0,56.0,50.0,22.0,33.0,43.0,32.0,42.0,35.0,,,,,,,,,,,,,,
123095,Saybrook University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
123165,Scripps College,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,88.0,,88.0,0.0,100.0,100.0,,100.0,88.0,84.0,69.0,87.0,100.0,83.0,88.0,,88.0,0.0,100.0,100.0,,100.0,88.0,84.0,100.0,87.0,69.0
123280,Shasta Bible College and Graduate School,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Small,No,No,25.0,20.0,33.0,,,,,0.0,100.0,25.0,0.0,,,25.0,25.0,0.0,100.0,,,,,0.0,100.0,0.0,,,0.0
123299,Shasta College,"Public, 4-year or above",Four or more years,Public,Degree-granting,Suburb: Midsize,No,No,20.0,20.0,20.0,9.0,21.0,22.0,0.0,8.0,15.0,22.0,,0.0,19.0,,,,,,,,,,,,,,
121637,Shasta School of Cosmetology,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
123341,Sierra College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,35.0,30.0,39.0,22.0,47.0,52.0,14.0,22.0,36.0,33.0,65.0,40.0,30.0,,,,,,,,,,,,,,
123350,Sierra College of Beauty,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,
123457,Simpson University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Small,No,No,57.0,45.0,60.0,20.0,60.0,50.0,100.0,50.0,47.0,58.0,100.0,,70.0,44.0,57.0,45.0,60.0,20.0,60.0,50.0,100.0,50.0,47.0,58.0,70.0,,100.0
123509,Skyline College,"Public, 4-year or above",Four or more years,Public,Degree-granting,Suburb: Large,No,No,25.0,25.0,24.0,,28.0,28.0,17.0,20.0,21.0,24.0,40.0,13.0,19.0,,,,,,,,,,,,,,
110778,Sofia University,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Small,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
399911,Soka University of America,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,94.0,95.0,93.0,100.0,96.0,96.0,,89.0,100.0,83.0,94.0,100.0,,87.0,94.0,95.0,93.0,100.0,96.0,96.0,,89.0,100.0,83.0,,100.0,94.0
123563,Solano Community College,"Public, 4-year or above",Four or more years,Public,Degree-granting,Suburb: Midsize,No,No,28.0,27.0,28.0,0.0,39.0,41.0,0.0,7.0,29.0,29.0,0.0,34.0,20.0,,,,,,,,,,,,,,
123572,Sonoma State University,"Public, 4-year or above",Four or more years,Public,Degree-granting,Suburb: Large,No,No,58.0,54.0,61.0,80.0,61.0,61.0,50.0,37.0,54.0,63.0,57.0,52.0,49.0,29.0,58.0,54.0,61.0,80.0,61.0,61.0,50.0,37.0,54.0,63.0,49.0,52.0,57.0
123633,South Baylo University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
123642,South Coast College,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Midsize,No,No,69.0,50.0,74.0,100.0,,,,100.0,77.0,36.0,,,100.0,,,,,,,,,,,,,,
432144,South Orange County Community College District,Administrative Unit,At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
461856,Southern California Health Institute,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,
123952,Southern California Institute of Architecture,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,100.0,100.0,100.0,,100.0,100.0,,,,,100.0,,100.0,0.0,100.0,100.0,100.0,,100.0,100.0,,,,,100.0,,100.0
399869,Southern California Institute of Technology,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,75.0,76.0,64.0,,89.0,94.0,60.0,55.0,73.0,77.0,,100.0,77.0,45.0,50.0,51.0,25.0,,62.0,67.0,50.0,23.0,47.0,61.0,50.0,100.0,
117575,Southern California Seminary,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
117672,Southern California University of Health Sciences,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
490063,Southern States University,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,18.0,14.0,25.0,,,,,,,,18.0,,,18.0,18.0,14.0,25.0,,,,,,,,,,18.0
123800,Southwestern College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Suburb: Large,No,No,22.0,20.0,24.0,0.0,28.0,28.0,30.0,16.0,21.0,25.0,4.0,25.0,,,,,,,,,,,,,,,
123970,Southwestern Law School,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
413680,Spartan College of Aeronautics & Technology,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,38.0,38.0,39.0,0.0,39.0,38.0,44.0,39.0,38.0,56.0,100.0,15.0,0.0,,,,,,,,,,,,,,
489371,Spartan College of Aeronautics and Technology,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
446561,Stanbridge University,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,71.0,67.0,73.0,67.0,78.0,79.0,76.0,70.0,64.0,70.0,,84.0,,80.0,80.0,80.0,,,100.0,100.0,,100.0,100.0,0.0,,,
493318,Stanbridge University-Los Angeles,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
243744,Stanford University,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,94.0,94.0,95.0,78.0,95.0,95.0,100.0,92.0,94.0,96.0,92.0,67.0,93.0,75.0,94.0,94.0,95.0,78.0,95.0,95.0,100.0,92.0,94.0,96.0,93.0,67.0,92.0
123916,Starr King School for the Ministry,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
123925,State Center Community College District,Administrative Unit,At least 2 but less than 4 years,Public,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
444529,Stellar Career College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,
447953,SUM Bible College and Theological Seminary,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Rural: Fringe,No,No,60.0,54.0,67.0,,50.0,,50.0,63.0,38.0,85.0,,0.0,0.0,51.0,60.0,54.0,67.0,,50.0,,50.0,63.0,38.0,85.0,0.0,0.0,
400080,Summit College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,
483610,Sutter Beauty College,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,
124113,Taft College,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,Town: Distant,No,No,39.0,36.0,41.0,50.0,50.0,50.0,50.0,100.0,34.0,40.0,75.0,33.0,62.0,,,,,,,,,,,,,,
368832,Thanh Le College School of Cosmetology,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,
108348,The Academy of Radio and TV Broadcasting,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,
455433,The Chicago School of Professional Psychology at Irvine,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
455664,The Chicago School of Professional Psychology at Los Angeles,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
491190,The Chicago School of Professional Psychology at San Diego,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
483230,The Fab School,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,
117751,The Master's University and Seminary,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,55.0,55.0,56.0,100.0,83.0,81.0,100.0,33.0,65.0,50.0,60.0,40.0,63.0,45.0,55.0,55.0,56.0,100.0,83.0,81.0,100.0,33.0,65.0,50.0,63.0,40.0,60.0
484206,The Salon Professional Academy-San Jose,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,
475228,The Santa Barbara and Ventura Colleges of Law at Santa Barbara,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Small,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
125037,The Santa Barbara and Ventura Colleges of Law at Ventura,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
126012,The Wright Institute,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
486123,Theatre of Arts,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
124292,Thomas Aquinas College,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Rural: Distant,No,No,79.0,71.0,89.0,100.0,100.0,100.0,,,67.0,84.0,33.0,50.0,100.0,73.0,79.0,71.0,89.0,100.0,100.0,100.0,,,67.0,84.0,100.0,50.0,33.0
126049,Thomas Jefferson School of Law,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
116350,Toni & Guy Hairdressing Academy-Santa Monica,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Small,No,No,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
459736,Touro University California,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Midsize,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
459727,Touro University Worldwide,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,Suburb: Large,No,No,60.0,50.0,67.0,,,,,,,60.0,,,,40.0,60.0,50.0,67.0,,,,,,,60.0,,,
484233,Tri-Community Adult Education,"Public, 2-year",At least 2 but less than 4 years,Public,"Nondegree-granting, primarily postsecondary",Suburb: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
450979,Trident University International,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,Suburb: Large,No,No,26.0,30.0,21.0,,0.0,0.0,0.0,0.0,40.0,48.0,,24.0,0.0,18.0,26.0,30.0,21.0,,0.0,0.0,0.0,0.0,40.0,48.0,0.0,24.0,
123448,Trinity Law School,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,City: Large,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
459161,Trinity School of Health and Allied Sciences,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,City: Large,No,No,86.0,75.0,100.0,,100.0,100.0,,,,,,50.0,,,,,,,,,,,,,,,
482291,UEI College-Bakersfield,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,
397942,UEI College-Fresno,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
393649,UEI College-Gardena,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,
470038,UEI College-Riverside,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",City: Large,No,No,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,
481182,Ukiah Adult School,"Public, less-than 2-year",Less than 2 years (below associate),Public,"Nondegree-granting, primarily postsecondary",Town: Remote,No,No,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,
